Categoría de carrera,Titulo,Nivel
Administración y Gestión Ambiental,Especialista en Tecnologias e Impacto Ambiental de Materiales Plasticos,Posgrado
"Computación, Sistemas e Informática",Especialista en Tecnologias Multimedia para Desarrollos Educativos - MD,Posgrado
Ingeniería en Telecomunicaciones,Especialista en Telecomunicaciones,Posgrado
Ingeniería en Telecomunicaciones,Especialista en Telecomunicaciones Telefonicas,Posgrado
Redes y Telecomunicaciones,Especialista en Teledeteccion y Sistemas de Informacion Geografica,Posgrado
"Computación, Sistemas e Informática",Especialista en Teledeteccion y Sistemas de Informacion Geografica Aplicados al Estudio de los Recursos Naturales y la Produccion,Posgrado
Redes y Telecomunicaciones,Especialista en Teledeteccion y Sistemas de Informacion Geografica Aplicados al Estudio del Medio Ambiente,Posgrado
"Computación, Sistemas e Informática",Especialista en Teleinformatica,Posgrado
Farmacia,Especialista en Terapeutica Farmacologica y Auditoria de Medicamentos,Posgrado
Bioquímica,Especialista en Toxicologia y Bioquimica Legal,Posgrado
Logística y Transportes,Especialista en Transporte Operativo,Posgrado
Logística y Transportes,Especialista en Transporte y Logistica,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Tratamiento de Efluentes y Residuos Organicos,Posgrado
Biología,Especialista en Virologia,Posgrado
Biología,Especialista en Virologia Molecular,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especializado en Gas (con mencion de titulo de grado),Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especializado en Petroleo (con mencion de titulo de grado),Posgrado
Estadística,Estadistico y Programador Superior,Pregrado
"Computación, Sistemas e Informática",Experto en Estadistica y Computacion,Pregrado
Farmacia,Farmaceutico,Grado
Farmacia,Farmaceutico especialista en Esterilizacion,Posgrado
Farmacia,Farmaceutico especialista en Farmacia Clinica,Posgrado
Farmacia,"Farmaceutico Especialista en Industrias Bioquimicas Farmaceuticas, orientacion Desarrollo y Garantia de Calidad",Posgrado
Farmacia,Farmaceutico y Licenciado en Ciencias Farmaceuticas,Grado
Geofísica,Geofisico,Grado
Geografía,Geografo,Grado
Geología,Geologo,Grado
Ciencias del Ambiente y Recursos Naturales,Hidrometra,Pregrado
Ingeniería Aeronáutica,Ingeniero Aeronautico,Grado
Ingeniería en Agrimensura,Ingeniero Agrimensor,Grado
Producción e Ingeniería Agropecuaria,Ingeniero Agro-industrial,Grado
Ingeniería Agronómica,Ingeniero Agronomo,Grado
Ingeniería Agronómica,Ingeniero Agronomo - Ciclo de Complementacion Curricular,Grado
Producción e Ingeniería Agropecuaria,Ingeniero Agropecuario,Grado
Ingeniería Ambiental,Ingeniero Ambiental,Grado
Producción e Ingeniería Agropecuaria,Ingeniero Azucarero,Grado
Bioingeniería,Ingeniero Biomedico,Grado
Ingeniería Civil,Ingeniero Civil,Grado
Ingeniería Civil,Ingeniero Civil orientacion Construcciones,Grado
Ingeniería Civil,Ingeniero Civil orientacion Estructuras,Grado
Ingeniería Civil,Ingeniero Civil orientacion Hidraulica,Grado
Ingeniería Civil,Ingeniero Civil orientacion Vias de Comunicacion,Grado
Ingeniería Civil,Ingeniero Civil orientacion: Proyecto de Estructuras en Obras Civiles,Grado
Ingeniería Civil,Ingeniero Civil orientacion: Proyecto y Construcciones de Obras Civiles,Grado
Ingeniería en Sistemas,Ingeniero Computacional,Posgrado
Tecnología e Ingeniería en Alimentos,Ingeniero de Alimentos,Grado
Tecnología e Ingeniería Minera,Ingeniero de Minas,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero de Petroleo,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero de Petroleos,Grado
Ciencias del Ambiente y Recursos Naturales,Ingeniero de Recursos Naturales Renovables para Zonas aridas,Grado
Ingeniería en Sistemas,Ingeniero de Sistemas,Grado
Ingeniería en Sistemas,Ingeniero de Sistemas - MD,Grado
Ingeniería Eléctrica,Ingeniero Electricista,Grado
Ingeniería Eléctrica,Ingeniero Electricista con orientacion Electronica,Grado
Ingeniería Eléctrica,Ingeniero Electricista con orientacion Industrial,Grado
Ingeniería Eléctrica,Ingeniero Electricista-Electronico,Grado
Ingeniería Eléctrica,Ingeniero Electrico,Grado
Ingeniería Eléctrica,Ingeniero Electrico con orientacion Electronica,Grado
Ingeniería Eléctrica,Ingeniero Electrico con orientacion Industrial,Grado
Ingeniería Eléctrica,Ingeniero Electrico-Electronico,Grado
Ingeniería Electromecánica,Ingeniero Electromecanico,Grado
Ingeniería Electromecánica,Ingeniero Electromecanico con orientacion Automatizacion Industrial,Grado
Ingeniería Electromecánica,Ingeniero Electromecanico orientacion Automatica,Grado
Ingeniería Electromecánica,Ingeniero Electromecanico Orientacion Automatizacion,Grado
Ingeniería Electromecánica,Ingeniero Electromecanico Orientacion Fabricacion,Grado
Ingeniería Electromecánica,Ingeniero Electromecanico orientacion Termica,Grado
Ingeniería Electrónica,Ingeniero Electronico,Grado
Ingeniería Electrónica,Ingeniero Electronico - Ciclo Superior,Grado
Ingeniería Electrónica,Ingeniero Electronico con orientacion en Automatizacion y Control,Grado
Ingeniería Electrónica,Ingeniero Electronico con orientacion en Sistemas Digitales,Grado
Ingeniería Electrónica,Ingeniero Electronico orientacion en Telecomunicaciones,Grado
Ingeniería Agronómica,Ingeniero en Agrobiotecnologia,Grado
Ingeniería Agronómica,Ingeniero en Agroindustria,Grado
Tecnología e Ingeniería en Alimentos,Ingeniero en Alimentos,Grado
Ingeniero en Alimentos,Ingeniero en Alimentos - Ciclo de Complementacion Curricular,Grado
Ingeniería Industrial,Ingeniero en Automatizacion y Control Industrial,Grado
Tecnología y Ciencias Aplicadas,Ingeniero en Biotecnologia,Grado
Ingeniería en Sistemas,Ingeniero en Computacion,Grado
Ingeniería en Telecomunicaciones,Ingeniero en Comunicaciones,Grado
Ingeniería en Construcciones,Ingeniero en Construcciones,Grado
Ciencias del Ambiente y Recursos Naturales,Ingeniero en Ecologia,Grado
Ingeniería Electromecánica,Ingeniero en Electromecanica,Grado
Ingeniería Electrónica,Ingeniero en Electronica,Grado
Ingeniería Electrónica,Ingeniero en Electronica Naval,Grado
Ingeniería Electrónica,Ingeniero en Electronica y Comunicaciones,Grado
Ingeniería Electrónica,Ingeniero en Electronica y Electricidad,Grado
Ingeniería Electrónica,Ingeniero en Electronica y Telecomunicaciones,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero en Energia,Grado
Bioingeniería,Ingeniero en Fisica Medica,Grado
Administración y Gestión Ambiental,Ingeniero en Gestion de Siniestros y Seguridad Ambiental,Grado
Ingeniería Mecánica,Ingeniero en Industria Automotriz,Grado
Ingeniería Forestal e Industrias de la Madera,Ingeniero en Industria de la Madera,Grado
Ingeniero en Alimentos,Ingeniero en Industrias Agricolas y Alimentarias,Grado
Tecnología e Ingeniería en Alimentos,Ingeniero en Industrias de la Alimentacion,Grado
Ingeniería Forestal e Industrias de la Madera,Ingeniero en Industrias Forestales,Grado
Ingeniería en Sistemas,Ingeniero en Informatica,Grado
Ingeniería en Sistemas,Ingeniero en Informatica - Orientacion Ingenieria de Software,Grado
Ingeniería en Sistemas,Ingeniero en Informatica - Orientacion Procesamiento de Señales,Grado
Ingeniería Industrial,Ingeniero en Mantenimiento Industrial,Grado
Ingeniería Naval,Ingeniero en Maquinas Navales,Grado
Ingeniería en Materiales,Ingeniero en Materiales,Grado
Ingeniería Mecánica,Ingeniero en Mecanica,Grado
Producción e Ingeniería Agropecuaria,Ingeniero en Mecanizacion de la Produccion Agropecuaria,Grado
Ingeniería Electromecánica,Ingeniero en Mecatronica,Grado
Tecnología e Ingeniería Minera,Ingeniero en Minas,Grado
Tecnología e Ingeniería Minera,Ingeniero en Mineria,Grado
Ingeniería Industrial,Ingeniero en Organizacion de Empresas,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero en Perforaciones,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero en Petroleo,Grado
Tecnología e Ingeniería Minera,Ingeniero en Petroquimica y Mineralurgia,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero en Procesamiento de Hidrocarburos,Grado
Producción e Ingeniería Agropecuaria,Ingeniero en Produccion Agropecuaria,Grado
Ingeniería Naval,Ingeniero en Propulsion Naval orientacion Electricidad,Grado
Ingeniería Naval,Ingeniero en Propulsion Naval orientacion Maquinas,Grado
Ingeniería Química,Ingeniero en Quimica,Grado
Ingeniería Hidráulica,Ingeniero en Recursos Hidricos,Grado
Ciencias del Ambiente y Recursos Naturales,Ingeniero en Recursos Naturales Renovables,Grado
Ciencias del Ambiente y Recursos Naturales,Ingeniero en Recursos Naturales y Medio Ambiente,Grado
Ciencias del Ambiente y Recursos Naturales,Ingeniero en Seguridad Ambiental,Grado
Higiene y Seguridad Industrial,Ingeniero en Seguridad e Higiene en el Trabajo - Ciclo de Complementacion Curricular - MD,Grado
Ingeniería en Sistemas,Ingeniero en Sistemas,Grado
Ingeniería en Sistemas,Ingeniero en Sistemas de Computacion,Grado
Ingeniería en Sistemas,Ingeniero en Sistemas de Informacion,Grado
Ingeniería en Sistemas,Ingeniero en Sistemas de Software,Grado
Ingeniería en Sistemas,Ingeniero en Sistemas Informaticos,Grado
Ingeniería en Sistemas,Ingeniero en Software,Grado
Tecnología e Ingeniería en Alimentos,Ingeniero en Tecnologia de Alimentos,Grado
Tecnología e Ingeniería en Alimentos,Ingeniero en Tecnologia de Alimentos - Ciclo de Complementacion Curricular,Grado
Tecnología e Ingeniería en Alimentos,Ingeniero en Tecnologia de los Alimentos,Grado
Ingeniería en Telecomunicaciones,Ingeniero en Telecomunicaciones,Grado
Logística y Transportes,Ingeniero en Transporte,Grado
Ingeniería en Vías de Comunicación,Ingeniero en Vias de Comunicacion,Grado
Ingeniería Ambiental,Ingeniero especialista en Ingenieria Sanitaria,Posgrado
Ingeniería Vial,Ingeniero Ferroviario,Grado
Ingeniería Forestal e Industrias de la Madera,Ingeniero Forestal,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero Geodasta-Geofisico,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero Geodesta-Geofisico,Grado
Topografía y Cartografía,Ingeniero Geografico,Grado
Ingeniería Hidráulica,Ingeniero Hidraulico,Grado
Ingeniería Industrial,Ingeniero Industrial,Grado
Ingeniería Industrial,Ingeniero Industrial - Ciclo Superior,Grado
Ingeniería Industrial,Ingeniero Industrial orientacion Electricidad,Grado
Ingeniería Industrial,Ingeniero Industrial orientacion Mecanica,Grado
"Computación, Sistemas e Informática",Ingeniero Informatico,Grado
Ingeniería Laboral,Ingeniero Laboral,Posgrado
Ingeniería Mecánica,Ingeniero Mecanico,Grado
Ingeniería Mecánica,Ingeniero Mecanico Aeronautico,Grado
Ingeniería Mecánica,Ingeniero Mecanico Electricista,Grado
Ingeniería Mecánica,Ingeniero Mecanico orientacion Armamentos,Grado
Ingeniería Mecánica,Ingeniero Mecanico orientacion Automotores,Grado
Ingeniería Mecánica,Ingeniero Mecanico Orientacion Mantenimiento,Grado
Ingeniería Eléctrica,Ingeniero Mecanico y Electricista,Grado
Ingeniería Electromecánica,Ingeniero Mecatronico,Grado
Ingeniería Metalúrgica,Ingeniero Metalurgico,Grado
Ingeniería Metalúrgica,Ingeniero Metalurgista,Grado
Ingeniería Naval,Ingeniero Naval,Grado
Ingeniería Naval,Ingeniero Naval y Mecanico,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Ingeniero Nuclear,Grado
Producción e Ingeniería Pesquera,Ingeniero Pesquero,Grado
Ingeniería Química,Ingeniero Quimico,Grado
Ingeniería Química,Ingeniero Quimico con Orientacion Alternativa en Petroquimica,Grado
Ingeniería Química,Ingeniero Quimico Industrial,Grado
Producción e Ingeniería Agropecuaria,Ingeniero Rural,Grado
Ingeniería en Minas,Ingeniero Tecnico de Minas y Energia,Pregrado
Ingeniería Electrónica,Ingeniero Tecnico en Electronica y Electricidad,Grado
Ingeniería Textil,Ingeniero Textil,Grado
Ingeniería en Vías de Comunicación,Ingeniero Vial,Grado
Producción Animal,Ingeniero Zootecnista,Grado
Bromatología,Laboratorista Quimico Industrial,Pregrado
"Computación, Sistemas e Informática",Licenciado en Administracion y Sistemas,Grado
Producción e Ingeniería Agropecuaria,Licenciado en Agroecologia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ambiente y Energias Renovables,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Analisis Ambiental,Grado
"Computación, Sistemas e Informática",Licenciado en Analisis de Sistemas,Grado
Química,Licenciado en Analisis Quimicos y Bromatologicos,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Aprovechamiento de Recursos Naturales Renovables,Grado
Carrera No Definida,Licenciado en Artes Digitales,Grado
Astronomía,Licenciado en Astronomia,Grado
Astronomía,Licenciado en Astronomia orientacion Astrofisica,Grado
Astronomía,Licenciado en Astronomia orientacion Astrometria,Grado
Biología,Licenciado en Biodiversidad,Grado
Biología,Licenciado en Bioinformatica,Grado
Biología,Licenciado en Biologia,Grado
Biología,Licenciado en Biologia - Ciclo de Licenciatura,Grado
Biología,Licenciado en Biologia Marina,Grado
Biología,Licenciado en Biologia Molecular,Grado
Biología,Licenciado en Biologia orientacion Botanica,Grado
Biología,Licenciado en Biologia orientacion Ecologia,Grado
Biología,Licenciado en Biologia orientacion Paleontologia,Grado
Biología,Licenciado en Biologia orientacion Zoologia,Grado
Bioquímica,Licenciado en Bioquimica,Grado
Bioquímica,Licenciado en Bioquimica Clinica,Grado
Bioingeniería,Licenciado en Biotecnologia,Grado
Bioingeniería,Licenciado en Biotecnologia,Grado
Biología,Licenciado en Biotecnologia y Biologia Molecular,Grado
Biología,Licenciado en Botanica,Grado
Bromatología,Licenciado en Bromatologia,Grado
Bromatología,Licenciado en Bromatologia - Ciclo de Licenciatura,Grado
Higiene y Seguridad Industrial,"Licenciado en Calidad, Medio Ambiente e Higiene y Seguridad en el Trabajo",Grado
Topografía y Cartografía,Licenciado en Cartografia,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Ciencia de los Alimentos,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Ciencia y Tecnologia de Alimentos,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Ciencia y Tecnologia de los Alimentos,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Ciencia y Tecnologia de los Alimentos - Ciclo de Licenciatura,Grado
Tecnología y Ciencias Aplicadas,Licenciado en Ciencia y Tecnologia de Materiales,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ciencias Ambientales,Grado
Tecnología y Ciencias Aplicadas,Licenciado en Ciencias Aplicadas - Ciclo de Licenciatura,Grado
Biología,Licenciado en Ciencias Basicas con orientacion en Biologia,Grado
Física,Licenciado en Ciencias Basicas con orientacion en Fisica,Grado
Matemática,Licenciado en Ciencias Basicas con orientacion en Matematica,Grado
Química,Licenciado en Ciencias Basicas con orientacion en Quimica,Grado
Biología,Licenciado en Ciencias Biologicas,Grado
Bioingeniería,Licenciado en Ciencias Biologicas con orientacion en Ciencias de la Salud,Grado
Bioingeniería,Licenciado en Ciencias Biologicas con orientacion en Ecologia y Medio Ambiente,Grado
Biología,Licenciado en Ciencias Biologicas orientacion Botanica,Grado
Biología,Licenciado en Ciencias Biologicas orientacion Zoologia,Grado
Meteorología,Licenciado en Ciencias de la Atmosfera,Grado
"Computación, Sistemas e Informática",Licenciado en Ciencias de la Computacion,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ciencias del Ambiente,Grado
Física,Licenciado en Ciencias Fisicas,Grado
Geología,Licenciado en Ciencias Geologicas,Grado
Matemática,Licenciado en Ciencias Matematicas,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ciencias Naturales - Ciclo de Licenciatura,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ciencias Oceanograficas,Grado
Química,Licenciado en Ciencias Quimicas,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Ciencias y Tecnologia de los Alimentos - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Computacion,Grado
"Computación, Sistemas e Informática",Licenciado en Comunicaciones e Informatica - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Desarrollo de Software,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Diagnostico y Gestion Ambiental,Grado
Ingeniería Industrial,Licenciado en Diseño de Indumentaria y Textil,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ecologia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ecologia Urbana,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Ecologia y Conservacion del Ambiente,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Edafologia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Educacion Ambiental,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Educacion Ambiental - Ciclo de Licenciatura,Grado
Sanidad y Saneamiento Ambiental,Licenciado en Educacion para la Salud,Grado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Licenciado en Energetica,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Energias Renovables,Grado
Carrera No Definida,Licenciado en Enfermeria - Ciclo de Complementacion Curricular,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Enseñanza de Ciencias del Ambiente - Ciclo de Licenciatura,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Enseñanza de Ciencias del Ambiente - Ciclo de Licenciatura - MD,Grado
Física,Licenciado en Enseñanza de la Fisica - Ciclo de Licenciatura,Grado
Matemática,Licenciado en Enseñanza de la Matematica - Ciclo de Licenciatura,Grado
Matemática,Licenciado en Enseñanza de la Matematica - Ciclo de Licenciatura - MD,Grado
Química,Licenciado en Enseñanza de la Quimica - Ciclo de Licenciatura,Grado
Biología,Licenciado en Enseñanza de las Ciencias Biologicas - Ciclo de Licenciatura,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Enseñanza de las Ciencias Naturales,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Enseñanza de las Ciencias Naturales - Ciclo de Licenciatura,Grado
Estadística,Licenciado en Estadistica,Grado
Estadística,Licenciado en Estadistica - Ciclo de Licenciatura,Grado
Estadística,Licenciado en Estadistica Aplicada,Grado
Estadística,Licenciado en Estadisticas de Salud - Ciclo de Licenciatura,Grado
Física,Licenciado en Fisica,Grado
Bioingeniería,Licenciado en Fisica Medica,Grado
Genética,Licenciado en Genetica,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Geoecologia y Medio Ambiente,Grado
Geofísica,Licenciado en Geofisica,Grado
Geografía,Licenciado en Geografia,Grado
Geografía,Licenciado en Geografia - Ciclo de Licenciatura,Grado
Geografía,Licenciado en Geografia - Ciclo de Licenciatura - MD,Grado
Geología,Licenciado en Geologia,Grado
Geofísica,Licenciado en Geoquimica,Grado
Administración y Gestión Ambiental,Licenciado en Gerenciamiento Ambiental,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Gestion Ambiental,Grado
Administración y Gestión Ambiental,Licenciado en Gestion Ambiental - Ciclo de Licenciatura,Grado
Administración y Gestión Ambiental,Licenciado en Gestion Ambiental - MD,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Gestion Ambiental Urbana,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Gestion Ambiental Urbana - Ciclo de Licenciatura,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Gestion Ambiental y Desarrollo Sustentable,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Gestion Ambiental y Ecologia,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Gestion de la Calidad e Inocuidad de los Alimentos - Ciclo de Complementacion Curricular,Grado
"Computación, Sistemas e Informática",Licenciado en Gestion de Sistemas de Automacion y Robotica - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Gestion de Sistemas y Negocios,Grado
Carrera No Definida,Licenciado en Gestion de Tecnologia - Ciclo de Complementacion Curricular,Grado
"Computación, Sistemas e Informática",Licenciado en Gestion de Tecnologia de la Informacion,Grado
Producción e Ingeniería Agropecuaria,Licenciado en Gestion Sustentable de las Agrocadenas - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Gestion y Seguridad de las Tecnologias de la Informacion,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Hidrogeologia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Hidrologia Subterranea,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad del Trabajo,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad del Trabajo - MD,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad en el Trabajo,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad en el Trabajo - Ciclo de Licenciatura,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad en el Trabajo - Ciclo de Licenciatura- MD,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad Laboral,Grado
Higiene y Seguridad Industrial,Licenciado en Higiene y Seguridad Laboral - MD,Grado
Higiene y Seguridad Industrial,"Licenciado en Higiene, Seguridad y Medio Ambiente del Trabajo",Grado
Higiene y Seguridad Industrial,"Licenciado en Higiene, Seguridad y Medio Ambiente del Trabajo -MD",Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Informacion Ambiental,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica,Grado
Ingeniería en Sistemas,Licenciado en Informatica - 4a,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica - Ciclo de Licenciatura - MD,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica - MD,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica Educativa - Mencion en Enseñanza de la Informatica - Ciclo de Licenciatura - MD,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica Industrial,Grado
"Computación, Sistemas e Informática",Licenciado en Informatica y Desarrollo de Software,Grado
Matemática,Licenciado en la Enseñanza de la Matematica - Ciclo de Licenciatura,Grado
Biología,Licenciado en la Enseñanza de las Ciencias Biologicas - Ciclo de Licenciatura,Grado
Logística y Transportes,Licenciado en Logistica,Grado
Logística y Transportes,Licenciado en Logistica - MD,Grado
Logística y Transportes,Licenciado en Logistica Integral,Grado
Logística y Transportes,Licenciado en Logistica Integral - Ciclo de Complementacion Curricular - MD,Grado
Logística y Transportes,Licenciado en Logistica y Gestion de Transportes,Grado
Matemática,Licenciado en Matematica,Grado
Matemática,Licenciado en Matematica - Ciclo de Licenciatura,Grado
Matemática,Licenciado en Matematica (Nivel Medio con Articulacion al Polimodal),Grado
Matemática,Licenciado en Matematica Aplicada,Grado
Matemática,Licenciado en Matematica Aplicada - Ciclo de Licenciatura,Grado
Matemática,Licenciado en Matematicas - Ciclo de Complementacion Curricular,Grado
Ingeniería en Materiales,Licenciado en Materiales,Grado
Producción e Ingeniería Agropecuaria,Licenciado en Mecanizacion Agricola,Grado
Meteorología,Licenciado en Meteorologia y Ciencias de la Atmosfera,Grado
Tecnología y Ciencias Aplicadas,Licenciado en Nanotecnologia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Oceanografia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Oceanografia orientacion Oceanografia,Grado
Matemática,Licenciado en Pedagogia de la Matematica,Grado
Matemática,Licenciado en Pedagogia de la Matematica - Ciclo de Licenciatura,Grado
Logística y Transportes,Licenciado en Planificacion Logistica,Grado
Logística y Transportes,Licenciado en Planificacion Logistica - Ciclo de Licenciatura,Grado
Ingeniería Naval,Licenciado en Plantas Propulsoras Marinas,Grado
Logística y Transportes,Licenciado en Prevencion Vial y Transporte,Grado
Producción e Ingeniería Agropecuaria,Licenciado en Produccion Agropecuaria,Grado
Producción e Ingeniería Agropecuaria,Licenciado en Produccion Animal,Grado
Producción e Ingeniería Agropecuaria,Licenciado en Produccion Vegetal,Grado
Sanidad y Saneamiento Ambiental,Licenciado en Proteccion y Saneamiento Ambiental,Grado
Química,Licenciado en Quimica,Grado
Química,Licenciado en Quimica - Ciclo Licenciatura,Grado
Química,Licenciado en Quimica Farmaceutica,Grado
Química,Licenciado en Quimica Industrial,Grado
Química,Licenciado en Quimica orientacion Agricola,Grado
Química,Licenciado en Quimica y Tecnologia Ambiental,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Recursos Naturales,Grado
"Computación, Sistemas e Informática",Licenciado en Redes de Comunicaciones,Grado
"Computación, Sistemas e Informática",Licenciado en Redes y Comunicacion de Datos,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Salud Ambiental,Grado
Sanidad y Saneamiento Ambiental,Licenciado en Saneamiento Ambiental,Grado
Sanidad y Saneamiento Ambiental,Licenciado en Saneamiento y Proteccion Ambiental,Grado
Higiene y Seguridad Industrial,Licenciado en Seguridad,Grado
Higiene y Seguridad Industrial,Licenciado en Seguridad - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Seguridad en Tecnologias de la Informacion y Comunicaciones,Grado
Ingeniería Naval,Licenciado en Seguridad Maritima,Grado
Sanidad y Saneamiento Ambiental,Licenciado en Seguridad y Salud Ocupacional - Ciclo de Licenciatura,Grado
Higiene y Seguridad Industrial,"Licenciado en Seguridad, Higiene y Control Ambiental Laboral",Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas (con orientacion Calidad del Software),Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas (orientacion Calidad de Software),Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas de Informacion,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas de Informacion - Ciclo de Licenciatura,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas de Informacion de las Organizaciones,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas de Informacion Geografica,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas de Seguridad en Telecomunicaciones,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas Informaticos,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas Navales,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas Navales Aereos,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas Navales de Infanteria de Marina,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas Navales en Propulsion,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas orientacion Sistemas de Computacion,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas orientacion Sistemas Informaticos,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas y Computacion,Grado
"Computación, Sistemas e Informática",Licenciado en Sistemas y Gestion,Grado
Tecnología y Ciencias Aplicadas,Licenciado en Tecnologia,Grado
Ciencias del Ambiente y Recursos Naturales,Licenciado en Tecnologia Ambiental,Grado
Tecnología y Ciencias Aplicadas,Licenciado en Tecnologia Aplicada a la Seguridad - Ciclo de Licenciatura,Grado
Tecnología e Ingeniería en Alimentos,Licenciado en Tecnologia de Alimentos,Grado
Ingeniería en Telecomunicaciones,Licenciado en Tecnologia de la Informacion,Grado
"Computación, Sistemas e Informática",Licenciado en Tecnologia de la Informacion-Ciclo de Complementacion Curricular,Grado
